ID,NAME,VALUE,YEAR,MONTH,DAY,TIME
19,PPL358,27.3,2008,4,14,21:00
20,PPL359,24.7,2009,4,14,22:00
21,PPL360,24.2,2010,4,14,23:00
22,PPL361,23.3,2011,4,15,0:00
23,PPL362,23.1,2012,4,15,1:00
24,PPL363,22.6,2013,4,15,2:00
25,PPL364,22.4,2014,4,15,3:00
1,PPL340,22.7,2015,4,15,4:00
2,PPL341,22.6,2016,4,15,5:00
3,PPL342,22,2017,4,15,6:00
4,PPL343,22.1,2018,4,15,7:00
5,PPL344,21.1,2019,4,15,8:00
6,PPL345,21,2020,4,15,9:00
7,PPL346,22.2,2021,4,15,10:00
8,PPL347,21.9,2022,4,15,11:00
9,PPL348,21.6,2001,4,15,12:00
10,PPL349,22.4,2002,4,15,13:00
11,PPL350,22.4,2003,4,15,14:00
12,PPL351,22,2004,4,15,15:00
13,PPL352,20.8,2005,4,15,16:00
14,PPL353,20,2006,4,15,17:00
15,PPL354,20.5,2007,4,15,18:00
16,PPL355,19.8,2008,4,15,19:00
17,PPL356,19.8,2009,4,15,20:00
18,PPL357,19.3,2010,4,15,21:00
19,PPL358,19.1,2011,4,15,22:00
20,PPL359,19.2,2012,4,15,23:00
21,PPL360,18.4,2013,4,16,0:00
22,PPL361,17.9,2014,4,16,1:00
23,PPL362,17.3,2015,4,16,2:00
24,PPL363,16.6,2016,4,16,3:00
25,PPL364,16.3,2017,4,16,4:00
1,PPL340,15.8,2018,4,16,5:00
2,PPL341,15.3,2019,4,16,6:00
3,PPL342,14.5,2020,4,16,7:00
4,PPL343,14.3,2021,4,16,8:00
5,PPL344,14.1,2022,4,16,9:00
6,PPL345,13.8,2001,4,16,10:00
7,PPL346,15.5,2002,4,16,11:00
8,PPL347,16.7,2003,4,16,12:00
9,PPL348,18.6,2004,4,16,13:00
10,PPL349,20.1,2005,4,16,14:00
11,PPL350,21.7,2006,4,16,15:00
12,PPL351,22.1,2007,4,16,16:00
13,PPL352,22.9,2008,4,16,17:00
14,PPL353,23.2,2009,4,16,18:00
15,PPL354,23.3,2010,4,16,19:00
16,PPL355,23,2011,4,16,20:00
17,PPL356,21.1,2012,4,16,21:00
18,PPL357,19.9,2013,4,16,22:00
19,PPL358,18.5,2014,4,16,23:00
20,PPL359,17.4,2015,4,17,0:00
21,PPL360,16.5,2016,4,17,1:00
22,PPL361,16,2017,4,17,2:00
23,PPL362,14.7,2018,4,17,3:00
24,PPL363,13.7,2019,4,17,4:00
25,PPL364,13.8,2020,4,17,5:00
1,PPL340,13.3,2021,4,17,6:00
2,PPL341,13.2,2022,4,17,7:00
3,PPL342,12.9,2001,4,17,8:00
4,PPL343,12.8,2002,4,17,9:00
5,PPL344,12.8,2003,4,17,10:00
6,PPL345,15.8,2004,4,17,11:00
7,PPL346,18.7,2005,4,17,12:00
8,PPL347,21.2,2006,4,17,13:00
9,PPL348,24,2007,4,17,14:00
10,PPL349,26.5,2008,4,17,15:00
11,PPL350,27.6,2009,4,17,16:00
12,PPL351,28.2,2010,4,17,17:00
13,PPL352,28.5,2011,4,17,18:00
14,PPL353,28.6,2012,4,17,19:00
15,PPL354,26.6,2013,4,17,20:00
16,PPL355,25.3,2014,4,17,21:00
17,PPL356,23.9,2015,4,17,22:00
18,PPL357,23.1,2016,4,17,23:00
19,PPL358,22.2,2017,4,18,0:00
20,PPL359,21.7,2018,4,18,1:00
21,PPL360,21.4,2019,4,18,2:00
22,PPL361,21,2020,4,18,3:00
23,PPL362,20.3,2021,4,18,4:00
24,PPL363,20,2022,4,18,5:00
25,PPL364,19.4,2001,4,18,6:00
1,PPL340,18.9,2002,4,18,7:00
2,PPL341,18.8,2003,4,18,8:00
3,PPL342,18.6,2004,4,18,9:00
4,PPL343,19,2005,4,18,10:00
5,PPL344,20.7,2006,4,18,11:00
6,PPL345,24.8,2007,4,18,12:00
7,PPL346,26.8,2008,4,18,13:00
8,PPL347,28.8,2009,4,18,14:00
9,PPL348,30.4,2010,4,18,15:00
10,PPL349,31,2011,4,18,16:00
11,PPL350,31.3,2012,4,18,17:00
12,PPL351,31.4,2013,4,18,18:00
13,PPL352,31.8,2014,4,18,19:00
14,PPL353,31.1,2015,4,18,20:00
15,PPL354,28.4,2016,4,18,21:00
16,PPL355,25.8,2017,4,18,22:00
17,PPL356,24.6,2018,4,18,23:00
18,PPL357,26.2,2019,4,19,0:00
19,PPL358,25.8,2020,4,19,1:00
20,PPL359,24,2021,4,19,2:00
21,PPL360,23.4,2022,4,19,3:00
22,PPL361,22.8,2001,4,19,4:00
23,PPL362,23.1,2002,4,19,5:00
24,PPL363,23.2,2003,4,19,6:00
25,PPL364,22.9,2004,4,19,7:00
1,PPL340,21.4,2005,4,19,8:00
2,PPL341,20.4,2006,4,19,9:00
3,PPL342,20.4,2007,4,19,10:00
4,PPL343,23.5,2008,4,19,11:00
5,PPL344,25.7,2009,4,19,12:00
6,PPL345,28.2,2010,4,19,13:00
7,PPL346,29.6,2011,4,19,14:00
8,PPL347,30.9,2012,4,19,15:00
9,PPL348,31.1,2013,4,19,16:00
10,PPL349,31.1,2014,4,19,17:00
11,PPL350,31.5,2015,4,19,18:00
12,PPL351,31.9,2016,4,19,19:00
13,PPL352,31.7,2017,4,19,20:00
14,PPL353,28.4,2018,4,19,21:00
15,PPL354,26.4,2019,4,19,22:00
16,PPL355,25.7,2020,4,19,23:00
17,PPL356,25.4,2021,4,20,0:00
18,PPL357,26.1,2022,4,20,1:00
19,PPL358,26,2001,4,20,2:00
20,PPL359,25.1,2002,4,20,3:00
21,PPL360,21.1,2003,4,20,4:00
22,PPL361,20,2004,4,20,5:00
23,PPL362,19.8,2005,4,20,6:00
24,PPL363,20,2006,4,20,7:00
25,PPL364,19.8,2007,4,20,8:00
1,PPL340,19.9,2008,4,20,9:00
2,PPL341,20.2,2009,4,20,10:00
3,PPL342,21.1,2010,4,20,11:00
4,PPL343,21.4,2011,4,20,12:00
5,PPL344,21.7,2012,4,20,13:00
6,PPL345,20.9,2013,4,20,14:00
7,PPL346,20.6,2014,4,20,15:00
8,PPL347,20.3,2015,4,20,16:00
9,PPL348,20,2016,4,20,17:00
10,PPL349,20.9,2017,4,20,18:00
11,PPL350,21.1,2018,4,20,19:00
12,PPL351,21.3,2019,4,20,20:00
13,PPL352,20.4,2020,4,20,21:00
14,PPL353,20.2,2021,4,20,22:00
15,PPL354,20.2,2022,4,20,23:00
16,PPL355,19.7,2001,4,21,0:00
17,PPL356,19.4,2002,4,21,1:00
18,PPL357,19.4,2003,4,21,2:00
19,PPL358,19.3,2004,4,21,3:00
20,PPL359,19.3,2005,4,21,4:00
21,PPL360,19.7,2006,4,21,5:00
22,PPL361,19.9,2007,4,21,6:00
23,PPL362,19.7,2008,4,21,7:00
24,PPL363,19.4,2009,4,21,8:00
25,PPL364,18.9,2010,4,21,9:00
1,PPL340,18.9,2011,4,21,10:00
2,PPL341,19.3,2012,4,21,11:00
3,PPL342,19.5,2013,4,21,12:00
4,PPL343,19.6,2014,4,21,13:00
5,PPL344,19.9,2015,4,21,14:00
6,PPL345,20.1,2016,4,21,15:00
7,PPL346,20.9,2017,4,21,16:00
8,PPL347,22.3,2018,4,21,17:00
9,PPL348,22.6,2019,4,21,18:00
10,PPL349,24.1,2020,4,21,19:00
11,PPL350,23,2021,4,21,20:00
12,PPL351,21.5,2022,4,21,21:00
13,PPL352,20.7,2001,4,21,22:00
14,PPL353,20.8,2002,4,21,23:00
15,PPL354,21.3,2003,4,22,0:00
16,PPL355,21.2,2004,4,22,1:00
17,PPL356,20.9,2005,4,22,2:00
18,PPL357,20.8,2006,4,22,3:00
19,PPL358,20.6,2007,4,22,4:00
20,PPL359,20.4,2008,4,22,5:00
21,PPL360,20.4,2009,4,22,6:00
22,PPL361,20.4,2010,4,22,7:00
23,PPL362,20.2,2011,4,22,8:00
24,PPL363,20,2012,4,22,9:00
25,PPL364,19.9,2013,4,22,10:00
1,PPL340,20.3,2014,4,22,11:00
2,PPL341,20.9,2015,4,22,12:00
3,PPL342,21.2,2016,4,22,13:00
4,PPL343,21.5,2017,4,22,14:00
5,PPL344,20.6,2018,4,22,15:00
6,PPL345,21.5,2019,4,22,16:00
7,PPL346,21.6,2020,4,22,17:00
8,PPL347,21.5,2021,4,22,18:00
9,PPL348,17.2,2022,4,22,19:00
10,PPL349,17.5,2001,4,22,20:00
11,PPL350,18.1,2002,4,22,21:00
12,PPL351,19.2,2003,4,22,22:00
13,PPL352,19,2004,4,22,23:00
14,PPL353,18.4,2005,4,23,0:00
15,PPL354,18.3,2006,4,23,1:00
16,PPL355,18.5,2007,4,23,2:00
17,PPL356,18,2008,4,23,3:00
18,PPL357,16.2,2009,4,23,4:00
19,PPL358,16.2,2010,4,23,5:00
20,PPL359,17.5,2011,4,23,6:00
21,PPL360,16.5,2012,4,23,7:00
22,PPL361,16.4,2013,4,23,8:00
23,PPL362,16.5,2014,4,23,9:00
24,PPL363,15.8,2015,4,23,10:00
25,PPL364,15.7,2016,4,23,11:00
1,PPL340,16.7,2017,4,23,12:00
2,PPL341,16.7,2018,4,23,13:00
3,PPL342,17.5,2019,4,23,14:00
4,PPL343,17.2,2020,4,23,15:00
5,PPL344,17.1,2021,4,23,16:00
6,PPL345,17.3,2022,4,23,17:00
7,PPL346,16.5,2001,4,23,18:00
8,PPL347,16.2,2002,4,23,19:00
9,PPL348,14.9,2003,4,23,20:00
10,PPL349,15.4,2004,4,23,21:00
11,PPL350,15.2,2005,4,23,22:00
12,PPL351,15.6,2006,4,23,23:00
13,PPL352,15.6,2007,4,24,0:00
14,PPL353,15.9,2008,4,24,1:00
15,PPL354,15.8,2009,4,24,2:00
16,PPL355,15.6,2010,4,24,3:00
17,PPL356,15.8,2011,4,24,4:00
18,PPL357,15.8,2012,4,24,5:00
19,PPL358,15.5,2013,4,24,6:00
20,PPL359,15.4,2014,4,24,7:00
21,PPL360,15.6,2015,4,24,8:00
22,PPL361,15.8,2016,4,24,9:00
23,PPL362,16.2,2017,4,24,10:00
24,PPL363,16.6,2018,4,24,11:00
25,PPL364,17.1,2019,4,24,12:00
1,PPL340,18.5,2020,4,24,13:00
2,PPL341,17.9,2021,4,24,14:00
3,PPL342,19.1,2022,4,24,15:00
4,PPL343,20.4,2001,4,24,16:00
5,PPL344,20.7,2002,4,24,17:00
6,PPL345,21.2,2003,4,24,18:00
7,PPL346,21.6,2004,4,24,19:00
8,PPL347,20.4,2005,4,24,20:00
9,PPL348,19.6,2006,4,24,21:00
10,PPL349,19.2,2007,4,24,22:00
11,PPL350,18.9,2008,4,24,23:00
12,PPL351,18.8,2009,4,25,0:00
13,PPL352,19.1,2010,4,25,1:00
14,PPL353,19.1,2011,4,25,2:00
15,PPL354,18.3,2012,4,25,3:00
16,PPL355,18.3,2013,4,25,4:00
17,PPL356,18.3,2014,4,25,5:00
18,PPL357,18.3,2015,4,25,6:00
19,PPL358,18.3,2016,4,25,7:00
20,PPL359,17.9,2017,4,25,8:00
21,PPL360,17.8,2018,4,25,9:00
22,PPL361,17.8,2019,4,25,10:00
23,PPL362,18.2,2020,4,25,11:00
24,PPL363,18.9,2021,4,25,12:00
25,PPL364,20.7,2022,4,25,13:00
1,PPL340,21.9,2001,4,25,14:00
2,PPL341,23,2002,4,25,15:00
3,PPL342,23,2003,4,25,16:00
4,PPL343,21.9,2004,4,25,17:00
5,PPL344,21.9,2005,4,25,18:00
6,PPL345,21.4,2006,4,25,19:00
7,PPL346,21.1,2007,4,25,20:00
8,PPL347,20.5,2008,4,25,21:00
9,PPL348,20.1,2009,4,25,22:00
10,PPL349,20,2010,4,25,23:00
11,PPL350,19.7,2011,4,26,0:00
12,PPL351,19.7,2012,4,26,1:00
13,PPL352,19.5,2013,4,26,2:00
14,PPL353,19.2,2014,4,26,3:00
15,PPL354,18.6,2015,4,26,4:00
16,PPL355,18.8,2016,4,26,5:00
17,PPL356,18.8,2017,4,26,6:00
18,PPL357,18.7,2018,4,26,7:00
19,PPL358,18.6,2019,4,26,8:00
20,PPL359,18.8,2020,4,26,9:00
21,PPL360,18.7,2021,4,26,10:00
22,PPL361,19.2,2022,4,26,11:00
23,PPL362,19.4,2001,4,26,12:00
24,PPL363,19.4,2002,4,26,13:00
25,PPL364,19.6,2003,4,26,14:00
1,PPL340,20,2004,4,26,15:00
2,PPL341,20.8,2005,4,26,16:00
3,PPL342,19.6,2006,4,26,17:00
4,PPL343,18.8,2007,4,26,18:00
5,PPL344,18.7,2008,4,26,19:00
6,PPL345,18.3,2009,4,26,20:00
7,PPL346,18.1,2010,4,26,21:00
8,PPL347,18.4,2011,4,26,22:00
9,PPL348,17.9,2012,4,26,23:00
10,PPL349,18,2013,4,27,0:00
11,PPL350,17.9,2014,4,27,1:00
12,PPL351,17,2015,4,27,2:00
13,PPL352,16.9,2016,4,27,3:00
14,PPL353,16.4,2017,4,27,4:00
15,PPL354,15.9,2018,4,27,5:00
16,PPL355,15.8,2019,4,27,6:00
17,PPL356,16.4,2020,4,27,7:00
18,PPL357,15,2021,4,27,8:00
19,PPL358,14.4,2022,4,27,9:00
20,PPL359,14.2,2001,4,27,10:00
21,PPL360,15.8,2002,4,27,11:00
22,PPL361,17.1,2003,4,27,12:00
23,PPL362,18.4,2004,4,27,13:00
24,PPL363,18.6,2005,4,27,14:00
25,PPL364,19.7,2006,4,27,15:00
1,PPL340,20.3,2007,4,27,16:00
2,PPL341,21.4,2008,4,27,17:00
3,PPL342,21.1,2009,4,27,18:00
4,PPL343,21.1,2010,4,27,19:00
5,PPL344,18.5,2011,4,27,20:00
6,PPL345,16.4,2012,4,27,21:00
7,PPL346,15.7,2013,4,27,22:00
8,PPL347,14.9,2014,4,27,23:00
9,PPL348,14.5,2015,4,28,0:00
10,PPL349,13.6,2016,4,28,1:00
11,PPL350,13.2,2017,4,28,2:00
12,PPL351,12,2018,4,28,3:00
13,PPL352,11.6,2019,4,28,4:00
14,PPL353,10.7,2020,4,28,5:00
15,PPL354,10.4,2021,4,28,6:00
16,PPL355,10.2,2022,4,28,7:00
17,PPL356,9.9,2001,4,28,8:00
18,PPL357,9.6,2002,4,28,9:00
19,PPL358,9.5,2003,4,28,10:00
20,PPL359,10.7,2004,4,28,11:00
21,PPL360,14.6,2005,4,28,12:00
22,PPL361,17.6,2006,4,28,13:00
23,PPL362,18.8,2007,4,28,14:00
24,PPL363,20,2008,4,28,15:00
25,PPL364,21,2009,4,28,16:00
1,PPL340,21.1,2010,4,28,17:00
2,PPL341,21.5,2011,4,28,18:00
3,PPL342,21,2012,4,28,19:00
4,PPL343,18.9,2013,4,28,20:00
5,PPL344,16.9,2014,4,28,21:00
6,PPL345,15.7,2015,4,28,22:00
7,PPL346,14.5,2016,4,28,23:00
8,PPL347,14.2,2017,4,29,0:00
9,PPL348,13.9,2018,4,29,1:00
10,PPL349,13.8,2019,4,29,2:00
11,PPL350,13.3,2020,4,29,3:00
12,PPL351,12.4,2021,4,29,4:00
13,PPL352,11.4,2022,4,29,5:00
14,PPL353,11.3,2001,4,29,6:00
15,PPL354,10.6,2002,4,29,7:00
16,PPL355,10.1,2003,4,29,8:00
17,PPL356,10.1,2004,4,29,9:00
18,PPL357,10,2005,4,29,10:00
19,PPL358,11.8,2006,4,29,11:00
20,PPL359,14.4,2007,4,29,12:00
21,PPL360,16.9,2008,4,29,13:00
22,PPL361,17.6,2009,4,29,14:00
23,PPL362,19.8,2010,4,29,15:00
24,PPL363,21.8,2011,4,29,16:00
25,PPL364,20.8,2012,4,29,17:00
1,PPL340,22.5,2013,4,29,18:00
2,PPL341,21.2,2014,4,29,19:00
3,PPL342,20.1,2015,4,29,20:00
4,PPL343,17.9,2016,4,29,21:00
5,PPL344,16.7,2017,4,29,22:00
6,PPL345,16.5,2018,4,29,23:00
7,PPL346,15.9,2019,4,30,0:00
8,PPL347,15.4,2020,4,30,1:00
9,PPL348,14.8,2021,4,30,2:00
10,PPL349,13.7,2022,4,30,3:00
11,PPL350,13.2,2001,4,30,4:00
12,PPL351,12.4,2002,4,30,5:00
13,PPL352,11.8,2003,4,30,6:00
14,PPL353,11.6,2004,4,30,7:00
15,PPL354,11.4,2005,4,30,8:00
16,PPL355,11,2006,4,30,9:00
17,PPL356,10.9,2007,4,30,10:00
18,PPL357,12.6,2008,4,30,11:00
19,PPL358,13.4,2009,4,30,12:00
20,PPL359,13.6,2010,4,30,13:00
21,PPL360,15.5,2011,4,30,14:00
22,PPL361,17.4,2012,4,30,15:00
23,PPL362,18.1,2013,4,30,16:00
24,PPL363,18.3,2014,4,30,17:00
25,PPL364,19.6,2015,4,30,18:00
1,PPL340,20.4,2016,4,30,19:00
2,PPL341,20.1,2017,4,30,20:00
3,PPL342,17.3,2018,4,30,21:00
4,PPL343,16.2,2019,4,30,22:00
5,PPL344,15.4,2020,4,30,23:00
6,PPL345,14.9,2021,5,1,0:00
7,PPL346,13.8,2022,5,1,1:00
8,PPL347,13.3,2001,5,1,2:00
9,PPL348,13.3,2002,5,1,3:00
10,PPL349,13.1,2003,5,1,4:00
11,PPL350,13.1,2004,5,1,5:00
12,PPL351,13.9,2005,5,1,6:00
13,PPL352,13.1,2006,5,1,7:00
14,PPL353,12.7,2007,5,1,8:00
15,PPL354,12.3,2008,5,1,9:00
16,PPL355,12.1,2009,5,1,10:00
17,PPL356,12.6,2010,5,1,11:00
18,PPL357,13.1,2011,5,1,12:00
19,PPL358,13.5,2012,5,1,13:00
20,PPL359,16.3,2013,5,1,14:00
21,PPL360,18.4,2014,5,1,15:00
22,PPL361,20.5,2015,5,1,16:00
23,PPL362,21.8,2016,5,1,17:00
24,PPL363,22.6,2017,5,1,18:00
25,PPL364,22.6,2018,5,1,19:00
1,PPL340,21.6,2019,5,1,20:00
2,PPL341,19.2,2020,5,1,21:00
3,PPL342,17.5,2021,5,1,22:00
4,PPL343,15.6,2022,5,1,23:00
5,PPL344,14.6,2001,5,2,0:00
6,PPL345,13.6,2002,5,2,1:00
7,PPL346,13,2003,5,2,2:00
8,PPL347,12.6,2004,5,2,3:00
9,PPL348,12.1,2005,5,2,4:00
10,PPL349,12,2006,5,2,5:00
11,PPL350,11.4,2007,5,2,6:00
12,PPL351,11,2008,5,2,7:00
13,PPL352,10.6,2009,5,2,8:00
14,PPL353,10.2,2010,5,2,9:00
15,PPL354,10.2,2011,5,2,10:00
16,PPL355,11.2,2012,5,2,11:00
17,PPL356,14.8,2013,5,2,12:00
18,PPL357,17.4,2014,5,2,13:00
19,PPL358,19.2,2015,5,2,14:00
20,PPL359,22.4,2016,5,2,15:00
21,PPL360,23.7,2017,5,2,16:00
22,PPL361,24.6,2018,5,2,17:00
23,PPL362,25,2019,5,2,18:00
24,PPL363,25.3,2020,5,2,19:00
25,PPL364,24,2021,5,2,20:00
1,PPL340,20.3,2022,5,2,21:00
2,PPL341,19.5,2001,5,2,22:00
3,PPL342,19.2,2002,5,2,23:00
4,PPL343,18.5,2003,5,3,0:00
5,PPL344,17.6,2004,5,3,1:00
6,PPL345,16.8,2005,5,3,2:00
7,PPL346,16.3,2006,5,3,3:00
8,PPL347,15.4,2007,5,3,4:00
9,PPL348,14.8,2008,5,3,5:00
10,PPL349,14.2,2009,5,3,6:00
11,PPL350,13.9,2010,5,3,7:00
12,PPL351,13.6,2011,5,3,8:00
13,PPL352,13.5,2012,5,3,9:00
14,PPL353,13.2,2013,5,3,10:00
15,PPL354,13.5,2014,5,3,11:00
16,PPL355,15.7,2015,5,3,12:00
17,PPL356,18.1,2016,5,3,13:00
18,PPL357,20.5,2017,5,3,14:00
19,PPL358,22.9,2018,5,3,15:00
20,PPL359,24,2019,5,3,16:00
21,PPL360,24.4,2020,5,3,17:00
22,PPL361,24.9,2021,5,3,18:00
23,PPL362,24.2,2022,5,3,19:00
24,PPL363,23.4,2001,5,3,20:00
25,PPL364,21.5,2002,5,3,21:00
1,PPL340,20.5,2003,5,3,22:00
2,PPL341,19.3,2004,5,3,23:00
3,PPL342,19.2,2005,5,4,0:00
4,PPL343,19.3,2006,5,4,1:00
5,PPL344,19.4,2007,5,4,2:00
6,PPL345,19.1,2008,5,4,3:00
7,PPL346,19.3,2009,5,4,4:00
8,PPL347,19.3,2010,5,4,5:00
9,PPL348,18.8,2011,5,4,6:00
10,PPL349,18.4,2012,5,4,7:00
11,PPL350,18.4,2013,5,4,8:00
12,PPL351,18.5,2014,5,4,9:00
13,PPL352,17.9,2015,5,4,10:00
14,PPL353,18,2016,5,4,11:00
15,PPL354,18.4,2017,5,4,12:00
16,PPL355,20.6,2018,5,4,13:00
17,PPL356,21.6,2019,5,4,14:00
18,PPL357,21.7,2020,5,4,15:00
19,PPL358,23.9,2021,5,4,16:00
20,PPL359,24.4,2022,5,4,17:00
21,PPL360,23.4,2001,5,4,18:00
22,PPL361,23.1,2002,5,4,19:00
23,PPL362,22.4,2003,5,4,20:00
24,PPL363,19,2004,5,4,21:00
25,PPL364,18.9,2005,5,4,22:00
1,PPL340,17.8,2006,5,4,23:00
2,PPL341,17.5,2007,5,5,0:00
3,PPL342,17.5,2008,5,5,1:00
4,PPL343,17.2,2009,5,5,2:00
5,PPL344,16.8,2010,5,5,3:00
6,PPL345,16.7,2011,5,5,4:00
7,PPL346,16.6,2012,5,5,5:00
8,PPL347,16.5,2013,5,5,6:00
9,PPL348,16.5,2014,5,5,7:00
10,PPL349,16.4,2015,5,5,8:00
11,PPL350,16.4,2016,5,5,9:00
12,PPL351,16.4,2017,5,5,10:00
13,PPL352,16.7,2018,5,5,11:00
14,PPL353,17.4,2019,5,5,12:00
15,PPL354,18.2,2020,5,5,13:00
16,PPL355,18.7,2021,5,5,14:00
17,PPL356,19.7,2022,5,5,15:00
18,PPL357,20.7,2001,5,5,16:00
19,PPL358,20.9,2002,5,5,17:00
20,PPL359,21.3,2003,5,5,18:00
21,PPL360,20.8,2004,5,5,19:00
22,PPL361,20.4,2005,5,5,20:00
23,PPL362,19.1,2006,5,5,21:00
24,PPL363,18,2007,5,5,22:00
25,PPL364,17.3,2008,5,5,23:00
1,PPL340,16.9,2009,5,6,0:00
2,PPL341,16.8,2010,5,6,1:00
3,PPL342,16.5,2011,5,6,2:00
4,PPL343,16.4,2012,5,6,3:00
5,PPL344,16.4,2013,5,6,4:00
6,PPL345,16.8,2014,5,6,5:00
7,PPL346,16.6,2015,5,6,6:00
8,PPL347,16.6,2016,5,6,7:00
9,PPL348,16,2017,5,6,8:00
10,PPL349,15.9,2018,5,6,9:00
11,PPL350,15.9,2019,5,6,10:00
12,PPL351,16.2,2020,5,6,11:00
13,PPL352,16.7,2021,5,6,12:00
14,PPL353,20,2022,5,6,13:00
15,PPL354,22.4,2001,5,6,14:00
16,PPL355,23.3,2002,5,6,15:00
17,PPL356,24,2003,5,6,16:00
18,PPL357,24.8,2004,5,6,17:00
19,PPL358,24.8,2005,5,6,18:00
20,PPL359,24.2,2006,5,6,19:00
21,PPL360,23.2,2007,5,6,20:00
22,PPL361,21.5,2008,5,6,21:00
23,PPL362,20.8,2009,5,6,22:00
24,PPL363,20,2010,5,6,23:00
25,PPL364,19.5,2011,5,7,0:00
1,PPL340,18.7,2012,5,7,1:00
2,PPL341,18.2,2013,5,7,2:00
3,PPL342,17.5,2014,5,7,3:00
4,PPL343,16.3,2015,5,7,4:00
5,PPL344,15.7,2016,5,7,5:00
6,PPL345,15.3,2017,5,7,6:00
7,PPL346,15.5,2018,5,7,7:00
8,PPL347,15,2019,5,7,8:00
9,PPL348,16,2020,5,7,9:00
10,PPL349,16.6,2021,5,7,10:00
11,PPL350,17,2022,5,7,11:00
12,PPL351,17.2,2001,5,7,12:00
13,PPL352,17.8,2002,5,7,13:00
14,PPL353,17.7,2003,5,7,14:00
15,PPL354,17.7,2004,5,7,15:00
16,PPL355,17.8,2005,5,7,16:00
17,PPL356,18.3,2006,5,7,17:00
18,PPL357,17.9,2007,5,7,18:00
19,PPL358,16.9,2008,5,7,19:00
20,PPL359,17.2,2009,5,7,20:00
21,PPL360,17.1,2010,5,7,21:00
22,PPL361,17.4,2011,5,7,22:00
23,PPL362,17.4,2012,5,7,23:00
24,PPL363,17.1,2013,5,8,0:00
25,PPL364,16.9,2014,5,8,1:00
1,PPL340,16.9,2015,5,8,2:00
2,PPL341,16.4,2016,5,8,3:00
3,PPL342,16.5,2017,5,8,4:00
4,PPL343,16.4,2018,5,8,5:00
5,PPL344,16.4,2019,5,8,6:00
6,PPL345,16.4,2020,5,8,7:00
7,PPL346,15.9,2021,5,8,8:00
8,PPL347,15.5,2022,5,8,9:00
9,PPL348,15.4,2001,5,8,10:00
10,PPL349,15.3,2002,5,8,11:00
11,PPL350,15.5,2003,5,8,12:00
12,PPL351,17.4,2004,5,8,13:00
13,PPL352,18,2005,5,8,14:00
14,PPL353,18.5,2006,5,8,15:00
15,PPL354,18.3,2007,5,8,16:00
16,PPL355,18.4,2008,5,8,17:00
17,PPL356,18.7,2009,5,8,18:00
18,PPL357,17.9,2010,5,8,19:00
19,PPL358,17.4,2011,5,8,20:00
20,PPL359,16.7,2012,5,8,21:00
21,PPL360,16.1,2013,5,8,22:00
22,PPL361,15.5,2014,5,8,23:00
23,PPL362,15.3,2015,5,9,0:00
24,PPL363,14.9,2016,5,9,1:00
25,PPL364,14.8,2017,5,9,2:00
1,PPL340,14.7,2018,5,9,3:00
2,PPL341,14.7,2019,5,9,4:00
3,PPL342,14.5,2020,5,9,5:00
4,PPL343,14.3,2021,5,9,6:00
5,PPL344,14.2,2022,5,9,7:00
6,PPL345,13.8,2001,5,9,8:00
7,PPL346,13.1,2002,5,9,9:00
8,PPL347,13.8,2003,5,9,10:00
9,PPL348,14,2004,5,9,11:00
10,PPL349,14.2,2005,5,9,12:00
11,PPL350,16.8,2006,5,9,13:00
12,PPL351,17.4,2007,5,9,14:00
13,PPL352,17.7,2008,5,9,15:00
14,PPL353,19.4,2009,5,9,16:00
15,PPL354,18.8,2010,5,9,17:00
16,PPL355,18.5,2011,5,9,18:00
17,PPL356,18.3,2012,5,9,19:00
18,PPL357,18.1,2013,5,9,20:00
19,PPL358,16.2,2014,5,9,21:00
20,PPL359,15.3,2015,5,9,22:00
21,PPL360,15,2016,5,9,23:00
22,PPL361,14.4,2017,5,10,0:00
23,PPL362,14.3,2018,5,10,1:00
24,PPL363,14.2,2019,5,10,2:00
25,PPL364,13.9,2020,5,10,3:00
1,PPL340,13.8,2021,5,10,4:00
2,PPL341,13.6,2022,5,10,5:00
3,PPL342,13.9,2001,5,10,6:00
4,PPL343,13.7,2002,5,10,7:00
5,PPL344,13.8,2003,5,10,8:00
6,PPL345,13.8,2004,5,10,9:00
7,PPL346,13.9,2005,5,10,10:00
8,PPL347,14.3,2006,5,10,11:00
9,PPL348,15.2,2007,5,10,12:00
10,PPL349,15.9,2008,5,10,13:00
11,PPL350,15.5,2009,5,10,14:00
12,PPL351,15.9,2010,5,10,15:00
13,PPL352,15.5,2011,5,10,16:00
14,PPL353,14.9,2012,5,10,17:00
15,PPL354,15.6,2013,5,10,18:00
16,PPL355,14.9,2014,5,10,19:00
17,PPL356,15,2015,5,10,20:00
18,PPL357,15,2016,5,10,21:00
19,PPL358,14.4,2017,5,10,22:00
20,PPL359,14.5,2018,5,10,23:00
21,PPL360,14.1,2019,5,11,0:00
22,PPL361,14.1,2020,5,11,1:00
23,PPL362,14.3,2021,5,11,2:00
24,PPL363,14.1,2022,5,11,3:00
25,PPL364,14.3,2001,5,11,4:00
1,PPL340,14.1,2002,5,11,5:00
2,PPL341,13.8,2003,5,11,6:00
3,PPL342,13.7,2004,5,11,7:00
4,PPL343,13.7,2005,5,11,8:00
5,PPL344,13.9,2006,5,11,9:00
6,PPL345,14,2007,5,11,10:00
7,PPL346,14.4,2008,5,11,11:00
8,PPL347,15.2,2009,5,11,12:00
